         1031173 function calls (1012260 primitive calls) in 4.191 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
   214/95    0.001    0.000    0.019    0.000 /home/users/mmingyeong/.conda/envs/new_env/lib/python3.10/sre_parse.py:436(_parse_sub)
       21    0.001    0.000    0.018    0.001 /home/users/mmingyeong/.local/lib/python3.10/site-packages/matplotlib/backends/backend_pdf.py:2331(draw_text)
        1    0.000    0.000    0.018    0.018 /home/users/mmingyeong/.conda/envs/new_env/lib/python3.10/site-packages/psutil/__init__.py:1(<module>)
        1    0.000    0.000    0.018    0.018 /home/users/mmingyeong/.local/lib/python3.10/site-packages/fontTools/varLib/merger.py:1(<module>)
    23887    0.012    0.000    0.018    0.000 /home/users/mmingyeong/.conda/envs/new_env/lib/python3.10/site-packages/dask/utils.py:794(_skip_doctest)
  300/104    0.007    0.000    0.018    0.000 /home/users/mmingyeong/.conda/envs/new_env/lib/python3.10/sre_parse.py:494(_parse)
        1    0.000    0.000    0.018    0.018 /home/users/mmingyeong/.local/lib/python3.10/site-packages/zipp/__init__.py:1(<module>)
      758    0.002    0.000    0.018    0.000 /home/users/mmingyeong/.local/lib/python3.10/site-packages/matplotlib/transforms.py:1472(transform)
      108    0.001    0.000    0.018    0.000 /home/users/mmingyeong/.local/lib/python3.10/site-packages/importlib_metadata/__init__.py:935(read_text)
       16    0.000    0.000    0.017    0.001 /home/users/mmingyeong/.local/lib/python3.10/site-packages/matplotlib/axis.py:469(__init__)
      204    0.002    0.000    0.017    0.000 /home/users/mmingyeong/.local/lib/python3.10/site-packages/matplotlib/lines.py:738(draw)
      109    0.000    0.000    0.016    0.000 /home/users/mmingyeong/.local/lib/python3.10/site-packages/importlib_metadata/_itertools.py:5(unique_everseen)
     3559    0.004    0.000    0.016    0.000 /home/users/mmingyeong/.conda/envs/new_env/lib/python3.10/site-packages/numpy/core/fromnumeric.py:71(_wrapreduction)
        1    0.000    0.000    0.015    0.015 /home/users/mmingyeong/.conda/envs/new_env/lib/python3.10/site-packages/jinja2/defaults.py:1(<module>)
  661/646    0.003    0.000    0.015    0.000 /home/users/mmingyeong/.local/lib/python3.10/site-packages/matplotlib/artist.py:1176(_update_props)
      114    0.000    0.000    0.015    0.000 /home/users/mmingyeong/.local/lib/python3.10/site-packages/matplotlib/patches.py:600(get_window_extent)
  505/490    0.000    0.000    0.015    0.000 /home/users/mmingyeong/.local/lib/python3.10/site-packages/matplotlib/artist.py:147(<lambda>)
    67250    0.011    0.000    0.015    0.000 {built-in method builtins.isinstance}
       23    0.015    0.001    0.015    0.001 {method 'load' of 'cupy.cuda.function.Module' objects}
  505/490    0.001    0.000    0.014    0.000 /home/users/mmingyeong/.local/lib/python3.10/site-packages/matplotlib/artist.py:1223(set)
      108    0.000    0.000    0.014    0.000 /home/users/mmingyeong/.conda/envs/new_env/lib/python3.10/pathlib.py:1129(read_text)
     12/8    0.000    0.000    0.014    0.002 /home/users/mmingyeong/.local/lib/python3.10/site-packages/matplotlib/axis.py:575(__get__)
      144    0.000    0.000    0.014    0.000 /home/users/mmingyeong/.local/lib/python3.10/site-packages/matplotlib/ticker.py:699(set_locs)
        1    0.000    0.000    0.014    0.014 /home/users/mmingyeong/.local/lib/python3.10/site-packages/matplotlib/colorbar.py:1477(make_axes_gridspec)
        1    0.000    0.000    0.014    0.014 /home/users/mmingyeong/.local/lib/python3.10/site-packages/fontTools/ttLib/ttGlyphSet.py:1(<module>)
       21    0.000    0.000    0.013    0.001 /home/users/mmingyeong/.local/lib/python3.10/site-packages/matplotlib/backends/backend_agg.py:187(draw_text)
        2    0.000    0.000    0.013    0.007 /home/users/mmingyeong/.conda/envs/new_env/lib/python3.10/site-packages/h5py/_hl/files.py:379(__init__)
        1    0.000    0.000    0.013    0.013 /home/users/mmingyeong/.conda/envs/new_env/lib/python3.10/site-packages/dask/config.py:1(<module>)
        1    0.013    0.013    0.013    0.013 /home/users/mmingyeong/.conda/envs/new_env/lib/python3.10/site-packages/h5py/_hl/files.py:218(make_fid)
      114    0.001    0.000    0.013    0.000 /home/users/mmingyeong/.local/lib/python3.10/site-packages/matplotlib/path.py:607(get_extents)
  590/575    0.000    0.000    0.013    0.000 /home/users/mmingyeong/.local/lib/python3.10/site-packages/matplotlib/artist.py:1212(_internal_update)
       21    0.000    0.000    0.013    0.001 /home/users/mmingyeong/.local/lib/python3.10/site-packages/matplotlib/axis.py:944(set_tick_params)
        2    0.000    0.000    0.013    0.006 /home/users/mmingyeong/.local/lib/python3.10/site-packages/matplotlib/backends/backend_pdf.py:664(__init__)
        1    0.003    0.003    0.012    0.012 /home/users/mmingyeong/.local/lib/python3.10/site-packages/matplotlib/backends/backend_pdf.py:615(_get_pdf_charprocs)
     3854    0.005    0.000    0.012    0.000 /home/users/mmingyeong/.conda/envs/new_env/lib/python3.10/copy.py:66(copy)
      169    0.012    0.000    0.012    0.000 {method 'load_glyph' of 'matplotlib.ft2font.FT2Font' objects}
        2    0.000    0.000    0.012    0.006 /home/users/mmingyeong/.local/lib/python3.10/site-packages/matplotlib/cbook.py:443(to_filehandle)
      758    0.001    0.000    0.012    0.000 /home/users/mmingyeong/.local/lib/python3.10/site-packages/matplotlib/transforms.py:2406(transform_affine)
        1    0.000    0.000    0.012    0.012 /home/users/mmingyeong/.conda/envs/new_env/lib/python3.10/site-packages/dask/widgets/widgets.py:34(get_template)
       10    0.000    0.000    0.012    0.001 /home/users/mmingyeong/.local/lib/python3.10/site-packages/matplotlib/axis.py:412(__init__)
        1    0.000    0.000    0.012    0.012 /home/users/mmingyeong/.conda/envs/new_env/lib/python3.10/site-packages/jinja2/environment.py:981(get_template)
        1    0.000    0.000    0.012    0.012 /home/users/mmingyeong/.conda/envs/new_env/lib/python3.10/site-packages/jinja2/environment.py:956(_load_template)
        1    0.000    0.000    0.012    0.012 /home/users/mmingyeong/.conda/envs/new_env/lib/python3.10/site-packages/toolz/_signatures.py:661(create_signature_registry)
      298    0.012    0.000    0.012    0.000 {method 'read' of '_io.BufferedReader' objects}
        1    0.000    0.000    0.012    0.012 /home/users/mmingyeong/.conda/envs/new_env/lib/python3.10/site-packages/jinja2/loaders.py:107(load)
        5    0.000    0.000    0.012    0.002 /home/users/mmingyeong/.local/lib/python3.10/site-packages/matplotlib/axes/_base.py:3157(grid)
       10    0.000    0.000    0.012    0.001 /home/users/mmingyeong/.local/lib/python3.10/site-packages/matplotlib/axis.py:1658(grid)
      279    0.003    0.000    0.012    0.000 /home/users/mmingyeong/.local/lib/python3.10/site-packages/fontTools/ttLib/tables/otConverters.py:48(buildConverters)
       95    0.000    0.000    0.011    0.000 /home/users/mmingyeong/.conda/envs/new_env/lib/python3.10/sre_compile.py:622(_code)
        1    0.000    0.000    0.011    0.011 /home/users/mmingyeong/.conda/envs/new_env/lib/python3.10/site-packages/jinja2/filters.py:1(<module>)
       50    0.000    0.000    0.011    0.000 /home/users/mmingyeong/.conda/envs/new_env/lib/python3.10/site-packages/toolz/functoolz.py:302(__call__)
        1    0.000    0.000    0.011    0.011 /home/users/mmingyeong/.conda/envs/new_env/lib/python3.10/site-packages/jinja2/nodes.py:1(<module>)
        1    0.000    0.000    0.011    0.011 /home/users/mmingyeong/.local/lib/python3.10/site-packages/scipy/fftpack/__init__.py:1(<module>)
      119    0.001    0.000    0.011    0.000 /home/users/mmingyeong/.local/lib/python3.10/site-packages/matplotlib/font_manager.py:1233(findfont)
      783    0.001    0.000    0.011    0.000 /home/users/mmingyeong/.local/lib/python3.10/site-packages/matplotlib/axis.py:2265(getter)
     1156    0.001    0.000    0.011    0.000 /home/users/mmingyeong/.local/lib/python3.10/site-packages/matplotlib/font_manager.py:899(copy)
        1    0.000    0.000    0.011    0.011 /home/users/mmingyeong/.local/lib/python3.10/site-packages/matplotlib/pyplot.py:777(figure)
      437    0.000    0.000    0.011    0.000 /home/users/mmingyeong/.conda/envs/new_env/lib/python3.10/site-packages/toolz/_signatures.py:667(<genexpr>)
       24    0.000    0.000    0.011    0.000 /home/users/mmingyeong/.conda/envs/new_env/lib/python3.10/site-packages/dask/utils.py:1414(_bind_operator)
      237    0.000    0.000    0.011    0.000 /home/users/mmingyeong/.conda/envs/new_env/lib/python3.10/site-packages/toolz/_signatures.py:624(expand_sig)
        1    0.000    0.000    0.011    0.011 /home/users/mmingyeong/.local/lib/python3.10/site-packages/matplotlib/pyplot.py:462(new_figure_manager)
       37    0.000    0.000    0.011    0.000 /home/users/mmingyeong/.conda/envs/new_env/lib/python3.10/site-packages/dask/delayed.py:671(_get_binary_operator)
        1    0.000    0.000    0.011    0.011 /home/users/mmingyeong/.conda/envs/new_env/lib/python3.10/site-packages/dask/config.py:837(_initialize)
        1    0.000    0.000    0.010    0.010 /home/users/mmingyeong/.conda/envs/new_env/lib/python3.10/site-packages/jinja2/environment.py:731(compile)
        1    0.000    0.000    0.010    0.010 /home/users/mmingyeong/.conda/envs/new_env/lib/python3.10/site-packages/jinja2/compiler.py:1(<module>)
     1964    0.005    0.000    0.010    0.000 /home/users/mmingyeong/.local/lib/python3.10/site-packages/matplotlib/transforms.py:758(__init__)
      294    0.002    0.000    0.010    0.000 <frozen importlib._bootstrap>:492(_init_module_attrs)
       37    0.000    0.000    0.010    0.000 /home/users/mmingyeong/.conda/envs/new_env/lib/python3.10/site-packages/dask/delayed.py:279(delayed)
        1    0.000    0.000    0.010    0.010 /home/users/mmingyeong/.conda/envs/new_env/lib/python3.10/site-packages/dask/array/random.py:30(Generator)
     9476    0.005    0.000    0.010    0.000 /home/users/mmingyeong/.local/lib/python3.10/site-packages/matplotlib/__init__.py:741(__getitem__)
     3017    0.007    0.000    0.010    0.000 /home/users/mmingyeong/.local/lib/python3.10/site-packages/matplotlib/font_manager.py:638(__hash__)
        1    0.000    0.000    0.010    0.010 /home/users/mmingyeong/.conda/envs/new_env/lib/python3.10/site-packages/dask/array/random.py:491(RandomState)
      108    0.000    0.000    0.010    0.000 /home/users/mmingyeong/.conda/envs/new_env/lib/python3.10/pathlib.py:1111(open)
  946/794    0.005    0.000    0.010    0.000 /home/users/mmingyeong/.local/lib/python3.10/site-packages/matplotlib/transforms.py:2431(get_affine)
        2    0.001    0.001    0.010    0.005 /home/users/mmingyeong/.local/lib/python3.10/site-packages/matplotlib/backends/backend_pdf.py:1670(_unpack)
      151    0.000    0.000    0.010    0.000 /home/users/mmingyeong/.local/lib/python3.10/site-packages/matplotlib/_text_helpers.py:38(layout)
       78    0.001    0.000    0.010    0.000 /home/users/mmingyeong/.local/lib/python3.10/site-packages/matplotlib/lines.py:287(__init__)
      568    0.002    0.000    0.010    0.000 /home/users/mmingyeong/.local/lib/python3.10/site-packages/matplotlib/axis.py:508(update_position)
        1    0.000    0.000    0.010    0.010 /home/users/mmingyeong/.conda/envs/new_env/lib/python3.10/site-packages/jinja2/lexer.py:1(<module>)
      887    0.001    0.000    0.009    0.000 /home/users/mmingyeong/.local/lib/python3.10/site-packages/matplotlib/axes/_base.py:847(viewLim)
        8    0.000    0.000    0.009    0.001 /home/users/mmingyeong/.local/lib/python3.10/site-packages/importlib_metadata/__init__.py:918(<genexpr>)
        3    0.000    0.000    0.009    0.003 /home/users/mmingyeong/.local/lib/python3.10/site-packages/PIL/Image.py:315(preinit)
      631    0.001    0.000    0.009    0.000 /home/users/mmingyeong/.local/lib/python3.10/site-packages/matplotlib/transforms.py:813(from_extents)
        7    0.000    0.000    0.009    0.001 /home/users/mmingyeong/.local/lib/python3.10/site-packages/importlib_metadata/__init__.py:777(search)
      240    0.001    0.000    0.009    0.000 /home/users/mmingyeong/.local/lib/python3.10/site-packages/matplotlib/transforms.py:1418(__sub__)
       66    0.000    0.000    0.009    0.000 /home/users/mmingyeong/.local/lib/python3.10/site-packages/matplotlib/text.py:104(__init__)
        1    0.000    0.000    0.009    0.009 /home/users/mmingyeong/.local/lib/python3.10/site-packages/yaml/__init__.py:117(safe_load)
        1    0.000    0.000    0.009    0.009 /home/users/mmingyeong/.local/lib/python3.10/site-packages/yaml/__init__.py:74(load)
      569    0.001    0.000    0.009    0.000 /home/users/mmingyeong/.local/lib/python3.10/site-packages/matplotlib/transforms.py:804(from_bounds)
      172    0.000    0.000    0.009    0.000 /home/users/mmingyeong/.local/lib/python3.10/site-packages/matplotlib/markers.py:225(__init__)
      761    0.009    0.000    0.009    0.000 {built-in method builtins.eval}
        1    0.000    0.000    0.009    0.009 /home/users/mmingyeong/.local/lib/python3.10/site-packages/yaml/constructor.py:47(get_single_data)
        7    0.000    0.000    0.009    0.001 /home/users/mmingyeong/.local/lib/python3.10/site-packages/importlib_metadata/_functools.py:75(wrapper)
      896    0.001    0.000    0.009    0.000 /home/users/mmingyeong/.local/lib/python3.10/site-packages/matplotlib/axes/_base.py:833(_unstale_viewLim)
      396    0.000    0.000    0.009    0.000 <frozen importlib._bootstrap_external>:159(_path_isfile)
      145    0.001    0.000    0.009    0.000 /home/users/mmingyeong/.conda/envs/new_env/lib/python3.10/site-packages/numpy/core/numeric.py:2249(isclose)
12029/9661    0.005    0.000    0.009    0.000 /home/users/mmingyeong/.local/lib/python3.10/site-packages/matplotlib/artist.py:317(stale)
       72    0.001    0.000    0.009    0.000 /home/users/mmingyeong/.local/lib/python3.10/site-packages/matplotlib/axis.py:2514(get_tick_space)
       37    0.000    0.000    0.009    0.000 /home/users/mmingyeong/.conda/envs/new_env/lib/python3.10/site-packages/dask/delayed.py:258(tokenize)
        1    0.000    0.000    0.009    0.009 /home/users/mmingyeong/.local/lib/python3.10/site-packages/fontTools/colorLib/builder.py:1(<module>)
      430    0.001    0.000    0.009    0.000 <frozen importlib._bootstrap_external>:150(_path_is_mode_type)
        7    0.000    0.000    0.009    0.001 /home/users/mmingyeong/.local/lib/python3.10/site-packages/importlib_metadata/__init__.py:786(lookup)
        7    0.001    0.000    0.009    0.001 /home/users/mmingyeong/.local/lib/python3.10/site-packages/importlib_metadata/__init__.py:796(__init__)
       37    0.000    0.000    0.009    0.000 /home/users/mmingyeong/.conda/envs/new_env/lib/python3.10/site-packages/dask/tokenize.py:47(tokenize)
        1    0.000    0.000    0.009    0.009 /home/users/mmingyeong/.local/lib/python3.10/site-packages/fontTools/designspaceLib/__init__.py:1(<module>)
        1    0.000    0.000    0.009    0.009 /home/users/mmingyeong/.conda/envs/new_env/lib/python3.10/site-packages/psutil/_pslinux.py:1(<module>)
    18086    0.004    0.000    0.009    0.000 {built-in method builtins.all}
        1    0.000    0.000    0.009    0.009 /home/users/mmingyeong/.local/lib/python3.10/site-packages/yaml/composer.py:29(get_single_node)
  154/103    0.000    0.000    0.008    0.000 /home/users/mmingyeong/.conda/envs/new_env/lib/python3.10/typing.py:401(__getitem__)
      252    0.001    0.000    0.008    0.000 /home/users/mmingyeong/.local/lib/python3.10/site-packages/matplotlib/transforms.py:463(transformed)
       37    0.000    0.000    0.008    0.000 /home/users/mmingyeong/.conda/envs/new_env/lib/python3.10/site-packages/dask/tokenize.py:33(_tokenize)
      239    0.000    0.000    0.008    0.000 /home/users/mmingyeong/.conda/envs/new_env/lib/python3.10/site-packages/toolz/_signatures.py:617(signature_or_spec)
      284    0.002    0.000    0.008    0.000 /home/users/mmingyeong/.conda/envs/new_env/lib/python3.10/typing.py:1016(__init__)
      172    0.001    0.000    0.008    0.000 /home/users/mmingyeong/.local/lib/python3.10/site-packages/matplotlib/markers.py:306(_set_marker)
